condition,subjID,phase,trial,trial_type,target,correct_order,correct,wrong,strategy,strategy_coded,lang1,lang1_rating,lang2,lang2_rating,lang3,lang3_rating,lang4,lang4_rating,response,accuracy,catch_accuracy,language,correct_choice,wrong_choice
words,2019-07-16-132247,test,NA,pre-diff,ye_ju,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,tho_ye_ju,ti_na_thi
words,2019-07-16-132247,test,NA,post-pre,thi_yi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,ko_thi_yi,thi_yi_ko
words,2019-07-16-132247,test,NA,ident-pre,tha_ji,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.266666666666667,Kiitharaka,tha_ji,ni_tha_ji
words,2019-07-16-132247,test,NA,post-pre,thu_mo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.266666666666667,Kiitharaka,jo_thu_mo,thu_mo_jo
words,2019-07-16-132247,test,NA,post-pre,tha_te,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266666666666667,Kiitharaka,bo_tha_te,tha_te_bo
words,2019-07-16-132247,test,NA,pre-diff,thi_na,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266666666666667,Kiitharaka,to_thi_na,yu_ni_ya
words,2019-07-16-132247,test,NA,post-pre,re_yo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266666666666667,Kiitharaka,ya_re_yo,re_yo_ya
words,2019-07-16-132247,test,NA,post-pre,tha_wa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266666666666667,Kiitharaka,we_tha_wa,tha_wa_we
words,2019-07-16-132247,test,NA,post-pre,ri_je,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.266666666666667,Kiitharaka,we_ri_je,ri_je_we
words,2019-07-16-132247,test,NA,post-pre,to_na,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.266666666666667,Kiitharaka,ja_to_na,to_na_ja
words,2019-07-16-132247,test,NA,post-pre,mo_te,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,ra_mo_te,mo_te_ra
words,2019-07-16-132247,test,NA,post-pre,yi_te,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,ro_yi_te,yi_te_ro
words,2019-07-16-132247,test,NA,ident-post,thu_bu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,thu_bu,thu_bu_to
words,2019-07-16-132247,test,NA,post-pre,ja_me,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.266666666666667,Kiitharaka,bo_ja_me,ja_me_bo
words,2019-07-16-132247,test,NA,post-pre,re_yu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,je_re_yu,re_yu_je
words,2019-07-16-132247,test,NA,ident-pre,ji_na,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,ji_na,re_ji_na
words,2019-07-16-132247,test,NA,ident-diff,yi_we,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.266666666666667,Kiitharaka,yi_we,ni_ye_ya
words,2019-07-16-132247,test,NA,post-pre,me_ne,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.266666666666667,Kiitharaka,ro_me_ne,me_ne_ro
words,2019-07-16-132247,test,NA,ident-pre,bu_to,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,bu_to,no_bu_to
words,2019-07-16-132247,test,NA,ident-post,thu_tha,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266666666666667,Kiitharaka,thu_tha,thu_tha_te
words,2019-07-16-132247,test,NA,ident-post,bo_no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,bo_no,bo_no_ne
words,2019-07-16-132247,test,NA,pre-diff,ja_no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.266666666666667,Kiitharaka,the_ja_no,na_thu_the
words,2019-07-16-132247,test,NA,post-diff,re_ra,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,re_ra_ji,tho_bo_to
words,2019-07-16-132247,test,NA,post-pre,to_ko,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.266666666666667,Kiitharaka,ja_to_ko,to_ko_ja
shapes,2019-07-16-134553,test,NA,ident-diff,right_trapeze,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,right_trapeze,star_polygon_hexagon
shapes,2019-07-16-134553,test,NA,post-pre,ellipse_hexagon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,arrow_ellipse_hexagon,ellipse_hexagon_arrow
shapes,2019-07-16-134553,test,NA,ident-post,scalene_star,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,scalene_star,scalene_star_kite
shapes,2019-07-16-134553,test,NA,post-pre,rectangle_kite,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,polygon_rectangle_kite,rectangle_kite_polygon
shapes,2019-07-16-134553,test,NA,post-diff,cross_pac,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,cross_pac_trapeze,ellipse_diamond_right
shapes,2019-07-16-134553,test,NA,post-pre,hexagon_polygon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,cross_hexagon_polygon,hexagon_polygon_cross
shapes,2019-07-16-134553,test,NA,post-pre,hexagon_octagon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,diamond_hexagon_octagon,hexagon_octagon_diamond
shapes,2019-07-16-134553,test,NA,post-pre,trefoil_diamond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,ellipse_trefoil_diamond,trefoil_diamond_ellipse
shapes,2019-07-16-134553,test,NA,post-pre,trefoil_circle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,scalene_trefoil_circle,trefoil_circle_scalene
shapes,2019-07-16-134553,test,NA,post-pre,trapeze_ring,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,circle_trapeze_ring,trapeze_ring_circle
shapes,2019-07-16-134553,test,NA,ident-pre,triangle_star,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,triangle_star,semicircle_triangle_star
shapes,2019-07-16-134553,test,NA,post-pre,cross_diamond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,arrow_cross_diamond,cross_diamond_arrow
shapes,2019-07-16-134553,test,NA,post-pre,arrow_pac,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,star_arrow_pac,arrow_pac_star
shapes,2019-07-16-134553,test,NA,ident-pre,pentagon_crescent,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,pentagon_crescent,trapeze_pentagon_crescent
shapes,2019-07-16-134553,test,NA,post-diff,crescent_kite,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,crescent_kite_polygon,scalene_right_cross
shapes,2019-07-16-134553,test,NA,post-pre,crescent_diamond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,trapeze_crescent_diamond,crescent_diamond_trapeze
shapes,2019-07-16-134553,test,NA,post-pre,square_polygon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,scalene_square_polygon,square_polygon_scalene
shapes,2019-07-16-134553,test,NA,post-pre,polygon_cross,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,parallelogram_polygon_cross,polygon_cross_parallelogram
shapes,2019-07-16-134553,test,NA,post-pre,cross_trefoil,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,diamond_cross_trefoil,cross_trefoil_diamond
shapes,2019-07-16-134553,test,NA,ident-diff,square_parallelogram,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,square_parallelogram,ellipse_arrow_circle
shapes,2019-07-16-134553,test,NA,post-pre,semicircle_octagon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,ellipse_semicircle_octagon,semicircle_octagon_ellipse
shapes,2019-07-16-134553,test,NA,pre-diff,polygon_kite,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,right_polygon_kite,diamond_ellipse_semicircle
shapes,2019-07-16-134553,test,NA,post-pre,arrow_semicircle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,cross_arrow_semicircle,arrow_semicircle_cross
shapes,2019-07-16-134553,test,NA,post-pre,pentagon_trapeze,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,cross_pentagon_trapeze,pentagon_trapeze_cross
shapes,2019-07-16-134553,test,NA,pre-diff,star_pac,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,ring_star_pac,quatrefoil_diamond_polygon
shapes,2019-07-16-134553,test,NA,pre-diff,scalene_ring,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,pentagon_scalene_ring,heart_trefoil_semicircle
shapes,2019-07-16-134553,test,NA,ident-post,triangle_circle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,triangle_circle,triangle_circle_arrow
shapes,2019-07-16-134553,test,NA,ident-pre,ellipse_square,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,ellipse_square,polygon_ellipse_square
shapes,2019-07-16-134553,test,NA,post-pre,quatrefoil_parallelogram,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,ring_quatrefoil_parallelogram,quatrefoil_parallelogram_ring
shapes,2019-07-16-134553,test,NA,post-pre,hexagon_crescent,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,semicircle_hexagon_crescent,hexagon_crescent_semicircle
shapes,2019-07-16-134553,test,NA,ident-diff,pentagon_trefoil,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,pentagon_trefoil,star_octagon_heart
shapes,2019-07-16-134553,test,NA,post-pre,pentagon_semicircle,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,circle_pentagon_semicircle,pentagon_semicircle_circle
shapes,2019-07-16-134553,test,NA,post-pre,trefoil_pac,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Kiitharaka,kite_trefoil_pac,trefoil_pac_kite
shapes,2019-07-16-134553,test,NA,post-pre,trefoil_octagon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,quatrefoil_trefoil_octagon,trefoil_octagon_quatrefoil
shapes,2019-07-16-134553,test,NA,post-pre,heart_octagon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,pentagon_heart_octagon,heart_octagon_pentagon
shapes,2019-07-16-134553,test,NA,post-pre,circle_trapeze,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,Kiitharaka,rectangle_circle_trapeze,circle_trapeze_rectangle
shapes,2019-07-16-134553,test,NA,post-pre,kite_diamond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,pac_kite_diamond,kite_diamond_pac
shapes,2019-07-16-134553,test,NA,ident-post,polygon_right,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,polygon_right,polygon_right_trefoil
shapes,2019-07-16-134553,test,NA,post-pre,rectangle_ring,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,Kiitharaka,arrow_rectangle_ring,rectangle_ring_arrow
shapes,2019-07-16-134553,test,NA,post-diff,trapeze_quatrefoil,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Kiitharaka,trapeze_quatrefoil_cross,square_star_hexagon
words,2019-07-23-123600,test,NA,ident-pre,yi_yo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,yi_yo,ni_yi_yo
words,2019-07-23-123600,test,NA,ident-post,yi_mo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,yi_mo,yi_mo_ra
words,2019-07-23-123600,test,NA,pre-diff,bu_na,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,yi_bu_na,ri_to_tha
words,2019-07-23-123600,test,NA,post-pre,re_thi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,ro_re_thi,re_thi_ro
words,2019-07-23-123600,test,NA,post-pre,ra_thi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,no_ra_thi,ra_thi_no
words,2019-07-23-123600,test,NA,post-pre,we_re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,ji_we_re,we_re_ji
words,2019-07-23-123600,test,NA,post-pre,tha_ko,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,yu_tha_ko,tha_ko_yu
words,2019-07-23-123600,test,NA,post-diff,ya_wa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,ya_wa_no,mo_jo_ye
words,2019-07-23-123600,test,NA,post-pre,ju_thi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,we_ju_thi,ju_thi_we
words,2019-07-23-123600,test,NA,ident-pre,ju_ye,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,ju_ye,je_ju_ye
words,2019-07-23-123600,test,NA,post-pre,ya_re,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,no_ya_re,ya_re_no
words,2019-07-23-123600,test,NA,post-pre,ji_re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,ti_ji_re,ji_re_ti
words,2019-07-23-123600,test,NA,post-diff,mo_me,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,mo_me_wa,je_ri_tho
words,2019-07-23-123600,test,NA,post-pre,ro_ji,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,wa_ro_ji,ro_ji_wa
words,2019-07-23-123600,test,NA,post-diff,ro_no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,ro_no_je,mo_jo_yi
words,2019-07-23-123600,test,NA,ident-diff,je_wa,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,je_wa,re_yi_bu
words,2019-07-23-123600,test,NA,ident-post,je_ni,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,je_ni,je_ni_ti
words,2019-07-23-123600,test,NA,post-pre,wa_bu,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,tha_wa_bu,wa_bu_tha
words,2019-07-23-123600,test,NA,ident-pre,we_ti,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,we_ti,thu_we_ti
words,2019-07-23-123600,test,NA,pre-diff,ro_yo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,ri_ro_yo,wa_to_ra
words,2019-07-23-123600,test,NA,post-pre,ni_ja,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,ju_ni_ja,ni_ja_ju
words,2019-07-23-123600,test,NA,ident-diff,re_ja,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,re_ja,ya_bo_tho
words,2019-07-23-123600,test,NA,post-pre,tha_ri,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,te_tha_ri,tha_ri_te
words,2019-07-23-123600,test,NA,post-pre,ri_ti,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,the_ri_ti,ri_ti_the
words,2019-07-23-123600,test,NA,post-pre,to_ju,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.733333333333333,Kiitharaka,ni_to_ju,to_ju_ni
words,2019-07-23-123600,test,NA,pre-diff,the_yi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,jo_the_yi,ra_we_yu
words,2019-07-23-123600,test,NA,ident-diff,ji_yo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,ji_yo,ne_na_we
words,2019-07-23-123600,test,NA,post-pre,to_jo,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,ni_to_jo,to_jo_ni
words,2019-07-23-123600,test,NA,post-pre,the_ye,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,bu_the_ye,the_ye_bu
words,2019-07-23-123600,test,NA,post-pre,ju_mo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,thu_ju_mo,ju_mo_thu
words,2019-07-23-123600,test,NA,post-pre,tha_ne,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,yo_tha_ne,tha_ne_yo
words,2019-07-23-123600,test,NA,post-pre,ke_ja,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,yu_ke_ja,ke_ja_yu
words,2019-07-23-123600,test,NA,post-pre,the_me,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,na_the_me,the_me_na
words,2019-07-23-123600,test,NA,post-pre,mo_ra,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,ye_mo_ra,mo_ra_ye
words,2019-07-23-123600,test,NA,post-pre,ji_jo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,yi_ji_jo,ji_jo_yi
words,2019-07-23-123600,test,NA,ident-post,re_jo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,re_jo,re_jo_bo
words,2019-07-23-123600,test,NA,post-pre,wa_tho,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,ni_wa_tho,wa_tho_ni
words,2019-07-23-123600,test,NA,post-pre,bo_ri,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.733333333333333,Kiitharaka,mo_bo_ri,bo_ri_mo
words,2019-07-23-123600,test,NA,post-pre,no_na,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.733333333333333,Kiitharaka,the_no_na,no_na_the
words,2019-07-23-123600,test,NA,post-pre,na_te,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.733333333333333,Kiitharaka,tho_na_te,na_te_tho
shapes,2019-07-23-125712,test,NA,ident-diff,octagon_triangle,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,octagon_triangle,star_circle_pentagon
shapes,2019-07-23-125712,test,NA,ident-diff,kite_trapeze,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,kite_trapeze,crescent_heart_ring
shapes,2019-07-23-125712,test,NA,ident-post,polygon_trefoil,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,polygon_trefoil,polygon_trefoil_octagon
shapes,2019-07-23-125712,test,NA,ident-post,ring_trapeze,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,ring_trapeze,ring_trapeze_semicircle
shapes,2019-07-23-125712,test,NA,post-pre,cross_circle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,pac_cross_circle,cross_circle_pac
shapes,2019-07-23-125712,test,NA,ident-post,pac_pentagon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,pac_pentagon,pac_pentagon_octagon
shapes,2019-07-23-125712,test,NA,post-pre,pac_kite,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,diamond_pac_kite,pac_kite_diamond
shapes,2019-07-23-125712,test,NA,post-diff,arrow_triangle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,arrow_triangle_octagon,pac_quatrefoil_ellipse
shapes,2019-07-23-125712,test,NA,pre-diff,quatrefoil_ellipse,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,star_quatrefoil_ellipse,arrow_trefoil_semicircle
shapes,2019-07-23-125712,test,NA,pre-diff,arrow_pentagon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,square_arrow_pentagon,scalene_square_parallelogram
shapes,2019-07-23-125712,test,NA,post-pre,semicircle_ellipse,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,trefoil_semicircle_ellipse,semicircle_ellipse_trefoil
shapes,2019-07-23-125712,test,NA,post-diff,octagon_trapeze,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,octagon_trapeze_right,ellipse_right_arrow
shapes,2019-07-23-125712,test,NA,post-pre,crescent_diamond,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,pac_crescent_diamond,crescent_diamond_pac
shapes,2019-07-23-125712,test,NA,post-pre,polygon_crescent,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,semicircle_polygon_crescent,polygon_crescent_semicircle
shapes,2019-07-23-125712,test,NA,pre-diff,rectangle_trapeze,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,ellipse_rectangle_trapeze,ring_arrow_triangle
shapes,2019-07-23-125712,test,NA,post-pre,cross_crescent,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,circle_cross_crescent,cross_crescent_circle
shapes,2019-07-23-125712,test,NA,post-pre,circle_crescent,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,square_circle_crescent,circle_crescent_square
shapes,2019-07-23-125712,test,NA,post-pre,pac_trapeze,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,heart_pac_trapeze,pac_trapeze_heart
shapes,2019-07-23-125712,test,NA,ident-pre,quatrefoil_square,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,quatrefoil_square,semicircle_quatrefoil_square
shapes,2019-07-23-125712,test,NA,post-pre,quatrefoil_semicircle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,right_quatrefoil_semicircle,quatrefoil_semicircle_right
shapes,2019-07-23-125712,test,NA,post-pre,circle_parallelogram,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.466666666666667,Kiitharaka,cross_circle_parallelogram,circle_parallelogram_cross
shapes,2019-07-23-125712,test,NA,post-pre,trapeze_circle,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.466666666666667,Kiitharaka,diamond_trapeze_circle,trapeze_circle_diamond
shapes,2019-07-23-125712,test,NA,post-pre,square_heart,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,semicircle_square_heart,square_heart_semicircle
shapes,2019-07-23-125712,test,NA,post-pre,semicircle_right,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,circle_semicircle_right,semicircle_right_circle
shapes,2019-07-23-125712,test,NA,ident-pre,hexagon_scalene,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,hexagon_scalene,triangle_hexagon_scalene
shapes,2019-07-23-125712,test,NA,post-pre,heart_pentagon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.466666666666667,Kiitharaka,polygon_heart_pentagon,heart_pentagon_polygon
shapes,2019-07-23-125712,test,NA,post-pre,arrow_kite,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.466666666666667,Kiitharaka,right_arrow_kite,arrow_kite_right
